Game_Id,Game_Date,Game_Day,Start_Time,Weather,Temperature
544,11/12/2017,Sunday,18:30,Partly Cloudy,48
545,11/13/2017,Monday,20:30,Clear,49
546,11/16/2017,Thursday,20:25,Cloudy,40
547,11/19/2017,Sunday,12:00,Partly Cloudy,33
548,11/19/2017,Sunday,13:00,Cold,38
549,11/19/2017,Sunday,12:00,Sunny,28
550,11/19/2017,Sunday,12:00,Sunny,60
551,11/19/2017,Sunday,12:00,N/A (Indoors),
552,11/19/2017,Sunday,12:00,Sunny,57
553,11/19/2017,Sunday,13:00,Mostly Cloudy,50
554,11/19/2017,Sunday,13:05,Partly Cloudy,76
555,11/19/2017,Sunday,14:25,Mostly Cloudy,60
556,11/19/2017,Sunday,15:25,Sunny,66
557,11/19/2017,Sunday,19:30,Clear skies,54
558,11/20/2017,Monday,17:30,Cloudy,45
559,11/23/2017,Thursday,12:30,Controlled Climate,68
560,11/23/2017,Thursday,15:30,,
561,11/23/2017,Thursday,20:30,Clear,33
562,11/26/2017,Sunday,13:00,,
563,11/26/2017,Sunday,13:00,Partly Cloudy,46
564,11/26/2017,Sunday,13:00,Sunny,47
565,11/26/2017,Sunday,12:00,Partly Cloudy,62
566,11/26/2017,Sunday,13:00,Partly Cloudy,47
567,11/26/2017,Sunday,13:00,Sunny,47
568,11/26/2017,Sunday,13:00,Sunny,49
569,11/26/2017,Sunday,13:25,Sunny,72
570,11/26/2017,Sunday,13:05,cloudy,66
571,11/26/2017,Sunday,14:25,,
572,11/26/2017,Sunday,13:25,Cloudy,61
573,11/26/2017,Sunday,20:30,Clear,38
574,11/27/2017,Monday,20:30,Fair,50
575,11/30/2017,Thursday,19:25,,58
576,12/3/2017,Sunday,13:00,,
577,12/3/2017,Sunday,13:00,Partly Sunny,53
578,12/3/2017,Sunday,13:00,Mostly cloudy,48
579,12/3/2017,Sunday,12:00,Sunny,54
580,12/3/2017,Sunday,12:00,Cloudy,42
581,12/3/2017,Sunday,13:00,,70
582,12/3/2017,Sunday,13:00,Cloudy,80
583,12/3/2017,Sunday,15:25,Sunny,69
584,12/3/2017,Sunday,13:00,Cloudy,48
585,12/3/2017,Sunday,12:00,Sunny,60
586,12/3/2017,Sunday,13:05,Sunny,68
587,12/3/2017,Sunday,14:25,,
588,12/3/2017,Sunday,13:25,Sunny,58
589,12/3/2017,Sunday,17:30,Cloudy,44
590,12/4/2017,Monday,20:30,"Cloudy, chance of rain",61
591,12/7/2017,Thursday,20:25,Cloudy,
592,12/10/2017,Sunday,13:00,Heavy lake effect snow,32
593,12/10/2017,Sunday,13:00,Sunny,41
594,12/10/2017,Sunday,13:00,Partly Cloudy,31
595,12/10/2017,Sunday,13:00,Cloudy,29
596,12/10/2017,Sunday,12:00,Sunny,
597,12/10/2017,Sunday,16:25,,54
598,12/10/2017,Sunday,12:00,Sunny,46
599,12/10/2017,Sunday,13:00,Clear,55
600,12/10/2017,Sunday,14:05,,79
601,12/10/2017,Sunday,14:05,Sunny,60
602,12/10/2017,Sunday,13:05,Partly Cloudy,81
603,12/10/2017,Sunday,13:25,Cloudy,83
604,12/10/2017,Sunday,13:00,Fair,39
605,12/10/2017,Sunday,20:30,Cloudy,33
606,12/11/2017,Monday,20:30,Clear,55
607,12/14/2017,Thursday,20:25,Cloudy,25
608,12/16/2017,Saturday,16:30,Controlled Climate,68
609,12/16/2017,Saturday,19:25,Cloudy,53
610,12/17/2017,Sunday,13:00,Mostly cloudy,22
611,12/17/2017,Sunday,13:00,Party Cloudy,51
612,12/17/2017,Sunday,13:00,Cloudy,36
613,12/17/2017,Sunday,13:00,,72
614,12/17/2017,Sunday,12:00,N/A (Indoors),
615,12/17/2017,Sunday,12:00,Rain,67
616,12/17/2017,Sunday,13:00,Cloudy,35
617,12/17/2017,Sunday,13:00,Cloudy,50
618,12/17/2017,Sunday,13:05,Cloudy,47
619,12/17/2017,Sunday,16:25,Mostly Cloudy,42
620,12/17/2017,Sunday,13:25,Sunny,65
621,12/17/2017,Sunday,17:30,Clear,57
622,12/18/2017,Monday,20:30,Clear,71
623,12/23/2017,Saturday,16:30,Cloudy,63
624,12/23/2017,Saturday,19:30,Clear,10
625,12/24/2017,Sunday,13:00,Cloudy,55
626,12/24/2017,Sunday,12:00,"Cloudy, light snow accumulating 1-3""",24
627,12/24/2017,Sunday,13:00,Mostly Cloudy,35
628,12/24/2017,Sunday,12:00,Cloudy,23
629,12/24/2017,Sunday,13:00,Cloudy,35
630,12/24/2017,Sunday,12:00,Sunny,56
631,12/24/2017,Sunday,13:00,,40
632,12/24/2017,Sunday,12:00,Cloudy,39
633,12/24/2017,Sunday,13:00,Cloudy,43
634,12/24/2017,Sunday,13:05,Cloudy,52
635,12/24/2017,Sunday,14:25,Clear,71
636,12/24/2017,Sunday,15:25,,
637,12/25/2017,Monday,15:30,Mostly Cloudy,51
638,12/25/2017,Monday,20:30,Partly Cloudy,29
639,12/31/2017,Sunday,16:25,,
640,12/31/2017,Sunday,16:25,Cloudy,19
641,12/31/2017,Sunday,13:00,Controlled Climate,68
642,12/31/2017,Sunday,13:00,Partly sunny,9
643,12/31/2017,Sunday,16:25,Clear,71
644,12/31/2017,Sunday,12:00,N/A (Indoors),
645,12/31/2017,Sunday,13:00,Cloudy and cold,13
646,12/31/2017,Sunday,13:00,Partly Cloudy,16
647,12/31/2017,Sunday,13:00,Sunny,19
648,12/31/2017,Sunday,13:00,Snow,11
649,12/31/2017,Sunday,16:25,Clear,71
650,12/31/2017,Sunday,15:25,Clear,23
651,12/31/2017,Sunday,14:25,Cloudy,17
652,12/31/2017,Sunday,13:25,Hazy,62
653,12/31/2017,Sunday,13:25,Sunny,67
654,12/31/2017,Sunday,13:25,Sunny,40
655,1/6/2018,Saturday,15:35,Sunny,33
656,1/6/2018,Saturday,17:15,Cloudy,62
657,1/7/2018,Sunday,13:05,,53
658,1/7/2018,Sunday,15:40,Cloudy,63
659,1/13/2018,Saturday,16:35,Sunny,32
660,1/13/2018,Saturday,20:15,Clear and Cold,24
661,1/14/2018,Sunday,13:05,Sunny,18
662,1/14/2018,Sunday,15:40,Indoors,
663,1/21/2018,Sunday,15:05,Clear and cool,48
664,1/21/2018,Sunday,18:40,Cloudy,47
665,2/4/2018,Sunday,17:30,,3
666,1/28/2018,Sunday,15:00,Cloudy,77
